value,count
خودمونه,1
میخواستید,1
میطلبید,1
s7اجه,1
بالاستا,1
خشایار,1
مه,1
بنویسی,1
سالشونه,1
مصرف‌کننده,1
هتین,1
بخرد,1
ولنز,1
بنوده,1
HDR,1
UFS,1
بزرگ‌تر,1
می‌افزود,1
سریع‌تر,1
نبودین,1
اینچیه,1
قدیمیتره,1
کیفیتر,1
میگرند,1
آقازاده,1
منوش,1
136700,1
میبرده,1
z1,1
g2,1
ملی,1
8هزار,1
9هزار,1
گوشییه,1
نبودش,1
جانم,1
128200,1
138000,1
مدادنوکی,1
نیایید,1
AnTuTu,1
2560x1600,1
تفاوتشه,1
گوشی2016,1
یک‌کلام,1
نقدشد,1
سامسونگیااااا,1
گن,1
ظاهرا,1
ندونمو,1
نگردیم,1
200T,1
نوت5داره,1
ماندگاری,1
بیستی,1
نباشیم,1
رویا,1
داراشون,1
پرچمدارانش,1
کرش,1
داخلی64,1
اکسپریxz,1
موجودشه,1
کارش,1
خریداراش,1
وو,1
نمیخورند,1
کس,1
زندگیمه,1
کارکرده,1
امتحانشونو,1
اسنپدراگون820,1
ترکه,1
بترکون,1
نجومی,1
صنعته,1
z5p,1
باوره,1
بودگفتم,1
متنفرند,1
زدیم,1
خریدارشم,1
v10بود,1
نسوزیم,1
بکین,1
همانطور,1
جیبم,1
شایدg6ویاv30,1
وامیسادم,1
رفتن,1
نپره,1
هرجای,1
ببازه,1
میگم‌,1
تجربش,1
بیایم,1
ببینیمش,1
s7بدین,1
جچوریه,1
وطراحی,1
Z8,1
لایمک,1
بدشو,1
عیده,1
charger,1
اس7اجه,1
اینترنت4,1
خانگی,1
گوشیمون,1
غوول,1
P20,1
206گرمه,1
میخرین,1
خشکل,1
آوردش,1
منصفانس,1
روزتان,1
نفریم,1
31,1
میریزیم,1
ضدابه,1
بالایه,1
DxOMark,1
نیندازید,1
ودرود,1
می‌مونم,1
46,1
عمرانه,1
مدعاست,1
برانگیخته,1
روانی,1
lcd,1
حاضره,1
کیا,1
منظورمه,1
خنک,1
چینایی,1
48000,1
بخاطرجدیدبودنشه,1
بسیارزیبا,1
زیادمیشه,1
توانم,1
4تا,1
دونسته,1
تسکر,1
ضخیمه,1
خمیدس,1
ذاشت,1
میخریدیم,1
دربیارین,1
فرمودید,1
فناست,1
باخت,1
ultra,1
بهترند,1
میاورند,1
😁,1
می‌شناسند,1
بدتره,1
سنسورهاندارد,1
هشدارندارد,1
ولک,1
سرعته,1
مرسی‌دیجی‌جان,1
موثرش,1
نمیشین‌,1
note,1
J710GN,1
بخرش,1
میشنوید,1
نداردMiracast,1
honor5X,1
6100,1
وبازی,1
نبرد,1
هونور5x,1
اینها,1
نررره,1
رساس,1
نزدم,1
نمیخوریم,1
NFCندارد,1
متوالی,1
Fهست,1
نمیدارن,1
میکنم：,1
سردربیاره,1
فامیلامون,1
بشناسونند,1
بدوید,1
میشکونن,1
کلیپبورده,1
چیزیو,1
حساسن,1
اولویته,1
مظفری,1
خیلی‌عالیه‌فقط‌همین,1
j7گرفتم,1
نخردیمش,1
وj7موندم,1
دربیاری,1
مضحکه,1
نظراتتون,1
مىباشد,1
ممموری,1
جدیدا,1
مختلفی,1
PDFوRARنیست,1
میدل,1
طورنیست,1
نندازی,1
مدته,1
3100,1
نمیندازید,1
troopers2,1
بگیریرد,1
میبورد,1
honor4cگرفتم,1
فشارسنج,1
فروانه,1
نمایششً,1
j500,1
اندروید6حافظه16رم2اندازه5,1
55آمپریه,1
میکردش,1
j200,1
J510F,1
بداره,1
برقی,1
2ماه,1
اسکایپ,1
اکسل,1
پاروپوینت,1
9mm,1
خولیه,1
بنندم,1
خرجه,1
کرید,1
پایینی,1
تب,1
جاذبه,1
میکروفون,1
پخش,1
هاااا,1
بروز,1
هاست‌‌,1
همینجوره,1
کاربرده,1
سوزوندی,1
گیرین,1
نندازیم,1
ارزانتره,1
ایرادش,1
وراضیم,1
کشن,1
کناری,1
نیازتونه,1
خییییییلیییی,1
گله,1
هوشمندانه,1
p9liteمیخریدم,1
ویتنامیش,1
10000000,1
بیک,1
منصفانه,1
بووممممممم,1
ندیدمش,1
برگرداند,1
ببخشد,1
ناراحتیم,1
هی,1
حیییف,1
فرار,1
Amazonو,1
بگویید,1
ترسوند,1
کنه😊,1
سرگذاشت,1
روونن,1
مشکیشم,1
مندشد,1
سازباشه,1
چقدحساسم,1
لیاغتشه,1
آفریده,1
استثنایی,1
IPSهستش,1
بخصوصlgv20,1
طلاس,1
خاسته,1
زشتیه,1
تشک,1
قاضی,1
اسیبی,1
اصالت,1
اصالتشه,1
مطلبه,1
تحول,1
ملاکه,1
میلیونیته,1
باتوعه,1
هورااااااااااا,1
پسندانس,1
نادره,1
گیف,1
وحشتناکشه,1
الجیV20هستم,1
میسازد,1
هرلحاظ,1
مصیبت,1
سامسونگو,1
نمیخره,1
سواریش,1
برترند,1
مگیرید,1
5درصد,1
هرنظر,1
طبق,1
به6,1
میناوند,1
دیحی,1
میاد‌,1
بدبخت,1
ارتقاس,1
ویندوزه,1
آقای,1
دنبالشم,1
خیابونمون,1
بی‌نیازم,1
سامسونگj72016دارم,1
پسرم,1
شمام,1
بخرند🤗🤗🤗,1
5xهواوی,1
g8هواوی,1
نوشتمشون,1
216,1
وقفه,1
سید,1
سپارم,1
باورنکردنی,1
mi5,1
بابرکتیه,1
گنجایش1,1
رسیم,1
36763,1
mi4,1
21053,1
4ایکس,1
فیکه,1
گوشیمو,1
v8,1
نویسیه,1
سرحاله,1
مثه,1
کچ,1
دفترچه,1
آداپتور,1
proهستن,1
نمیشنوی,1
مردمه,1
نمی‌خوره,1
می‌فروختم,1
خارق‌العادس,1
miui8,1
miui7,1
تربود,1
ـ,1
نمیگذاشته,1
305,1
دایمی,1
هفتم,1
می‌تونه,1
کانفینگش,1
نظرشونه,1
نمیترسم,1
زیادشده,1
بلا,1
چراا,1
برندهاس,1
نقصی,1
buy,1
کیفتش,1
دوربینو,1
گرفتم‌,1
ناتوان,1
اپراتوره,1
نمیخریدمش,1
می‌ارزد,1
ماوسه,1
کانله,1
2200ته,1
Store,1
گوگله,1
اینتله,1
می‌آره,1
محششششششره,1
جیاکی,1
کیق,1
گرافیکش,1
حوب,1
310,1
تجاری,1
چاپ,1
دارمد,1
بندیش,1
می‌آد,1
بخونیم,1
استفادم,1
امپره,1
نداردو,1
بهره,1
عااااااااااااااالی,1
ههواپیماس,1
لحضه,1
ترکیب,1
آچ,1
ابزار,1
توجیه,1
بشکونی,1
org,1
مضمونش,1
قبلیمz3بود,1
نویسنده,1
7پشیمونه,1
5600U,1
عاملیه,1
SSD,1
z3plus,1
دانشجویان,1
kg,1
verizon,1
hours,1
اعصابمه,1
براداشته,1
موبالیشه,1
دلارین,1
9نمیرسه,1
اورژانسی,1
احترامن,1
پیشرفتش,1
ظرفیتشه,1
اف1,1
2950,1
edition,1
Win8,1
v15هست,1
بخرتش,1
سرعتش3gهست,1
شکند,1
چراغشه,1
مثبتیه,1
ددیگه,1
دارهاش,1
نمی‌زنه,1
nations,1
بیشترشده,1
العادیه,1
لازم,1
گداشت,1
میتونین,1
exdialer,1
ومتنوعی,1
باورنکردنیه,1
Nرو,1
بخیرید,1
crises3,1
xps,1
fullhd,1
خریدار,1
انصافیست,1
توانایی,1
عاااااااااااااااااااااااااااااااااااااااااااااللییییییییییییییییییییی,1
چشمگیره,1
پولدار,1
گرافیکشم,1
بپردازد,1
سفیدشم,1
باره,1
هاشون,1
خشگله,1
میگیریی,1
پرس,1
بغلش,1
قرار,1
دوربیناشو,1
ذرش,1
اعدا,1
اینقدر,1
نواپلاس,1
رسیدنش,1
کوالکامش,1
نکیرید,1
میدوزن,1
لینوکس,1
xiaomi,1
والده,1
لگیه,1
عالییییییییسییییییییییییییییییییییی,1
حکمت,1
سمسونگ,1
گذاشنتون,1
بسازین,1
سرقت,1
احتیاطی,1
مفیدن,1
سایر,1
ایکلود,1
رقابتن,1
ادم,1
بلدم,1
7PLUSE,1
بجزj7prime,1
پرنورتر,1
iOS10,1
برنمیدارن,1
ورداشتم,1
بازیاش,1
ششمه,1
چکارکنم,1
باطرى,1
دگست,1
شیایومی,1
بفروشینش,1
حالاچرا,1
مگاپیکس,1
extrime,1
نمی‌رسه,1
سیستمه,1
منااسبه,1
اولهههه,1
انقدی,1
خروجی,1
چیکارش,1
باحاش,1
3بعدیه,1
مراتب,1
می‌خوره,1
cam,1
بشنوه,1
رکورد,1
هووایی,1
دیسپلی,1
همدیگس,1
شکلیه,1
عاللللللی,1
فرمان,1
واقعاااا,1
خریدانلاینه,1
حسگرها,1
باطل,1
نمیچشبه,1
ux501,1
8x2,1
راحتند,1
بموقعش,1
والیبالیست,1
طرفدارشم,1
متناسبه,1
وباکیفیتیه,1
بشند,1
نمیارمش,1
میخرینش,1
😭😭,1
ببندیدشون,1
مید,1
نسنجید,1
نشینه,1
موردی,1
نمایندگى,1
نمیچرخه,1
غلطِ,1
فریباست,1
برگرد,1
ضایس,1
خریداری,1
NTFS,1
خییییلی,1
اینتر,1
پردازند,1
اپدیتش,1
بالاترن,1
احساسات,1
جیبت,1
197654,1
205437,1
Benchmark,1
آد,1
درایو,1
glx,1
بستس,1
4s,1
داخلیش,1
نداره👍,1
درار,1
دیش,1
چیززززززی,1
3dmaxو,1
نداشه,1
رسوایی,1
gif,1
تشکککر,1
bye,1
میفهمه,1
باهاشو,1
نواقص,1
کاشتید,1
بخه,1
واجباته,1
کشاند,1
برنخوره,1
بلاک,1
قفس,1
CANNON,1
خسیس,1
6000,1
العاادس,1
کوک,1
مقصد,1
10برابر,1
13اینچ,1
آماری,1
7پلاس,1
7بگیرم,1
ایشالله,1
انگلیس,1
ابرقدرته,1
میشدیم,1
100٪,1
مدرک,1
عنوانش,1
بترکونه‌,1
چیزاس,1
مصرفی,1
مینند,1
بنویسند,1
گند,1
تاشو,1
iphone},1
sonyz5و,1
کنسول,1
حرفاس,1
مىکنم,1
آمپریش,1
عیبیه,1
زوده,1
3200,1
پلوغه,1
مینشست,1
سالاره,1
چى,1
ضررش,1
امپری,1
نفهمیدم,1
بیریخته,1
5sشدم,1
ذخیره,1
بریز,1
ناامید,1
نکشیده,1
Bqz1342175,1
نمیزدن,1
1313بود,1
نشانیه,1
بی‌انصافی‌ست,1
نمی‌آیند,1
نکشتم,1
بخاطر,1
موقعی,1
شماره,1
ضمن,1
گیگابیته,1
عاجزم,1
داریییییم,1
درومد,1
حرفاست,1
بشد,1
اصا,1
ممم,1
Carplay,1
Airdrop,1
airprint,1
بکونید,1
واییییییییی,1
Processor,1
هکرها,1
قابلیتهاییه,1
تفاوتشو,1
عذابه,1
خریدکنین,1
واحترام,1
ازهرنظرعالیه,1
نفعشونه,1
موثق,1
ماهرترینه,1
بلدند,1
سیلور,1
نمی,1
جنسی,1
شکل,1
نیفتادم,1
نازیه,1
128خریدم,1
قشنگتونه,1
بازاری,1
330,1
خوییه,1
شکلیست,1
ندون,1
کوتاهی,1
میصرفه,1
کمیتو,1
Memory,1
گزاشت,1
بخشش,1
ساختم,1
ایفونم,1
دیدگاه,1
نمیموند,1
نندازین,1
iphone,1
لااقل,1
خرند,1
ار,1
Drive,1
میخرحتما,1
نخواه,1
میلرزونه,1
وطنان,1
9343,1
اینچنینی,1
ایفون6دارم,1
بریزه,1
سروران,1
شادباشید,1
چوب,1
نظرمه,1
اسمیه,1
جانبى,1
از4,1
بچرخونین,1
پردازه,1
کارباهاش,1
آیفونمه,1
1440×2560,1
band,1
اختصاصى,1
time,1
ایردراپ,1
متفاوتیه,1
میومدن,1
ارتعاشات,1
لطفی,1
لع,1
دبلیو,1
DDR3,1
5400RPM,1
والله,1
دفعه,1
کش,1
آرمسترانگ,1
زبانهاست,1
محرومن,1
بالاترش,1
خوندینش,1
5sهستش,1
ازios,1
میفهمى,1
سیری,1
محبوب,1
جملست,1
175000,1
جیلبریک,1
سرشن,1
128g,1
فربد,1
ورژن,1
سیبچه,1
مخالف,1
ندام,1
احتمالا,1
LLA,1
فروختنش,1
Tv,1
1800,1
ایفونمو,1
شیر,1
it,1
آفرین,1
داستانا,1
نوبره,1
پایین‌تره,1
میپرداختن,1
موسوی,1
اشکالات,1
بیاار,1
میبرنش,1
گلدشه,1
موبایلی,1
بدهه,1
حسرتش,1
می‌خریدم,1
تلاش,1
بادرود,1
میذارین,1
لدفاً,1
مخاطبین,1
maps,1
شمسی,1
بالعکس,1
میسازید,1
قید,1
برعکسشه,1
رزگلدشو,1
صحنه,1
میشه3dتاچ,1
رجیستری,1
کپیه,1
زمستون,1
میکنمممم,1
بفهمیید,1
حرفشو,1
پرچمداراش,1
نمیشدن,1
پى,1
ارزشمندیه,1
اگر,1
کیلوهه,1
iosهستش,1
849,1
158,1
77,1
154,1
75,1
بخرمم,1
تمامش,1
نمیزاری,1
بیامرزد,1
نداشتند,1
وضوحش,1
معرکههه,1
جناب,1
پذیر,1
2گوشی,1
مارکشه,1
لــایــکو,1
گذاشتنه,1
تشکررر,1
بیت,1
جابزه,1
نمیپرید,1
Shareit,1
iTunes,1
روزها,1
اجی,1
درمدلهای128و64زیاده,1
جذابتره,1
بیارینش,1
اف,1
بفرست,1
مبلٰ,1
عزیزانی,1
آمریکاییه,1
ازاندرویدهست,1
برگزید,1
gray,1
میترسونه,1
اماراتن,1
ضمانت,1
ومحترم,1
زو,1
محصولاتی,1
متأسفانه,1
55,1
سومه,1
سرم,1
عالییییییییییی,1
جزو,1
گوشیشونو,1
پویاییه,1
همونطور,1
میبینیش,1
دستشونه,1
سرعتشه,1
T,1
نفعتونه,1
دارره,1
Samsong,1
Photos,1
نظرندین,1
قیاسه,1
بنزباپرایددرسته,1
اعتقاددارین,1
محمدامیرمرادزاده,1
تاچه,1
اکبر,1
Howaie,1
LENOVO,1
عمو,1
APPELE,1
مقام,1
DK,1
خوووو,1
میانبر,1
باشکوه,1
اینووو,1
اسلومیشن,1
لول,1
کو,1
تفلکی,1
Touch,1
سلام‌‌,1
نگید,1
دوربینوجلو,1
بسشه,1
j7اومد,1
بالامیاره,1
4gهست,1
کارخانست,1
‌‌‌‌‌,1
6‌,1
بود‌,1
هسته2,1
مثلGTA,1
بازم‌سلام,1
نمیادش,1
محششرهههه,1
دیوتی,1
همچییش,1
آ5,1
6GHz,1
زنفون2,1
pluse,1
scale,1
اپلید,1
کارس,1
بازتره,1
قایله,1
نمیرشن,1
ios9,1
تعصبا,1
پاشونه,1
پلیرهاست,1
وزنشه,1
میکشیم,1
جونشه,1
نمیش,1
یادگاری,1
3gs,1
ضیف,1
ازخرید,1
GRAY,1
Gold,1
زوودترر,1
ممممممنون,1
مردونس,1
grey,1
تابستونن,1
connector,1
نوشتی,1
siri,1
باری,1
ضعیفترند,1
ترهههههه,1
brightness,1
1407,1
1376,1
کنتراست,1
iPHONE6s,1
لیست,1
مرررسیییییی,1
شرکتم,1
per,1
قابلیتایی,1
بوراتا,1
خواهشاً,1
1دونه,1
ثقفی,1
تل,1
فارس,1
کررد,1
روو,1
چرااااا,1
برگردوندند,1
حروفش,1
کارگر,1
پوزش,1
کارتونو,1
یکسال,1
میگذرین,1
gbمیخواین,1
LED,1
تعطیله,1
قیمتا,1
بزنمش,1
کااا,1
حالته,1
نتونم,1
1هست,1
750هستش,1
نمائید,1
نمیگنجد,1
نگردد,1
ضعیفن,1
سرویسه,1
نمشنوید,1
آنتنش,1
خریدکنم,1
میدادیا,1
حسنی,1
بفروشی,1
دادا,1
پاسخ,1
برجسته,1
ردستیه,1
حمیدرضا,1
بازده,1
راهنماییش,1
عظماهستند,1
انگیزشم,1
ساپورته,1
21868,1
768,1
مزیا,1
واقعن,1
اینطوره,1
چندتابخرم,1
انگیزتون,1
J1هستش,1
خاطرباشین,1
ازصبح,1
آیکنا,1
adm,1
dv,1
ماکزیمم,1
بیکیفیت,1
همینو,1
کارمیده,1
پیدانمیکنید,1
اعصابتون,1
وایمیسته,1
ناموجودید,1
client,1
b102,1
بزرگین,1
uI3,1
اعلانات3,1
مکالمه7,1
میاد6,1
میشه5,1
گوشی4,1
ارزونش2,1
bittorrent,1
استارت,1
خاورمیانه,1
سبکیشم,1
کالاییها,1
خوایم,1
محض,1
دیجیکالاست,1
اقتصادیه,1
ریختی,1
راضیهه,1
اندرویدشم4,1
اظطرای,1
خووووووو,1
تاکنون,1
میرسدj110fهستش,1
برجاست,1
باقیه,1
عالییییییییییییی,1
جاهایی,1
لود,1
بزرگش,1
اصلن,1
گذارن,1
مکینید,1
حلال,1
دنیانس,1
chipset,1
وایسین,1
چهارتا,1
قاچاقن,1
شاهد,1
خانوماس,1
خیلییی,1
گردونه,1
خوامش,1
چطورریه,1
برمیخورم,1
میخریدند,1
lla,1
خوبتان,1
رزگلدش,1
مصطفی,1
برگردونید,1
هاتف,1
واویلاست,1
دیجی‌جان,1
نظرا,1
انلاک,1
ترکوندن,1
لطفااا,1
Home,1
selfi,1
حس,1
رژیم,1
خسته,1
گوشیتونه,1
گیرکرده,1
بخشند,1
باهاتون,1
یکروز,1
کشیدن,1
29,1
6sدارم,1
میگیرنش,1
Peek,1
دوربینها,1
خورشیدی,1
ios9بود,1
daghighan,1
العادشه,1
اشغالی,1
کزارم,1
بفروش,1
مقدس,1
64gb,1
اوبونتو,1
دختراست,1
Test,1
رنجبر,1
میشیه,1
najjarzade,1
نمیرید,1
بببرین,1
ICCID,1
وخوبیه,1
حالاست,1
آیفون6پلاس,1
پلیییز,1
عالیییییییه,1
رسیدین,1
سطحیه,1
گیکه,1
ایراداش,1
جمالی,1
راجعون,1
قلی‌پور,1
موجودکنید,1
هفتصد,1
ساختس,1
128گیگ,1
منیجیر,1
گویی,1
ایفون7انلایک,1
6sلایک,1
7بخرم,1
ببشتره,1
اسلموشن,1
حسگراثرانگشت,1
گردش,1
6کرده,1
جانبی‌,1
جزئیات,1
گزاشتم,1
خاصشه,1
ههههه,1
بیخوده,1
s7داشتم,1
خریم,1
سیلورش,1
عااااااااااالی,1
میریزین,1
رنجه,1
خالیست,1
لاک,1
مشهدم,1
نوشتمش,1
ولوم,1
خاهشاً,1
پلیه,1
s6موندم,1
سیاستیه,1
میکشین,1
luck,1
اونور,1
باهوشه,1
انجامید,1
اشکان,1
تحریم,1
نیسش,1
همینطورین,1
حّق,1
خلاص,1
متنوعند,1
آبیش,1
پملمپههه,1
پرش,1
رفتند,1
192,1
کوچولو,1
اندازشونه,1
رمشونه,1
کارتاشونه,1
تردیدم,1
محسوسند,1
flex2,1
میپوشونن,1
168,1
32GB,1
کلاسیه,1
نمارین,1
بفرمایین,1
منظم,1
نکسوسشون,1
می‌گم,1
زیرا,1
بروزه,1
develop,1
اهواز,1
کنننننننننن,1
62345,1
مقایست,1
منتفیه,1
بمونی,1
چندسانتی,1
برم‌‌‌‌,1
چسب,1
تعمیرپذیریشه,1
قبلا,1
چهارن,1
gfx,1
40,1
خر,1
کالاهاتتت,1
دیراحتمالا,1
نادرست,1
سایتها,1
بجاش,1
میفرمان,1
طرفیم,1
محبوبم,1
میفروشند,1
get,1
مننتتتتتت,1
ارزونن,1
ورژنه,1
قرن,1
رسانیش,1
ِتشکر,1
می‌پسندیدم,1
روانتره,1
سلامت,1
7راداشتم,1
بینظریه,1
برمیان,1
نظرمیدن,1
مبخرم,1
شدمه,1
فینگرپرینت,1
مرسه,1
سامهنگ,1
ldovl,1
می‌خرمش,1
پردازندشه,1
آیفونز,1
سایزشه,1
لامصبا,1
نکس,1
باطریشونه,1
بفرماد,1
نفرستادی,1
4‌,1
ندیدمه,1
تندتره,1
ممنن,1
تکشر,1
میزارند,1
نیزارن,1
بهدوستان,1
جیگرر,1
سلفی‌,1
سامسونگ😍😍😍😍😍😍,1
نتم,1
16گیگش,1
میامد,1
پرسنل,1
خوااااهشاااا,1
خودانین,1
z3وz3,1
بندیتون,1
موضوعی,1
زمان1,1
کردیم°,1
خداااا,1
وزیبا,1
فابریکی,1
بجنبین,1
میگردید,1
اگزینوسه,1
شا,1
داخلیو,1
عالللییی,1
وزنو,1
پیداکنید,1
خوتون,1
خدمتیم,1
تابحال,1
a3است,1
تیزه,1
زیبای,1
هرجهت,1
العدس,1
ریزه,1
آباد,1
دربیارم,1
بهزادپیرزهی,1
z4وs5است,1
ساختشونه,1
بانوان,1
کاربردیه3,1
عقب2,1
card,1
zarei,1
شادی,1
نمیگیرید,1
محمدی,1
نکسوسها,1
بومی,1
مکان,1
برنداشته,1
اونقدر,1
Senseو,1
قبلیاس,1
16GB,1
معنیه,1
امثالهم,1
رنکینگ,1
لُطفا,1
مدلم,1
نداره5,1
خوبه7,1
میداذم,1
اینترنته,1
برامدگی,1
کنیدتاببینید,1
اس6خوشگله,1
شد25,1
به15,1
العادییه,1
هسست,1
نخوووره,1
وقتا,1
3گیگابایته,1
هاشو,1
پرکنه,1
دربیاره,1
می‌ماند,1
خطاس,1
دگس,1
بینg5وv10,1
بالاشونه,1
کارن,1
کاوره,1
جیزده,1
نزدیکتره,1
جوابشه,1
میخامش,1
خره,1
بوود,1
ناچار,1
یزد,1
5385,1
17399,1
10528,1
5649,1
38961,1
شهریورخریدم,1
میافتاد,1
5هست,1
تراز,1
718,1
👌,1
میگن😒,1
w,1
نیستندپ,1
میذارمت,1
میخوانه,1
MCI,1
ممنووووووون,1
اهنگه,1
جوابم,1
کنــــیــد,1
استایلوسش,1
2هست,1
ته,1
وایسیم,1
شایدبهترازاین,1
میداده,1
ضمنا,1
نتونستن,1
آبـــــی,1
میرمحمدی,1
میخااام,1
عالیتون,1
سرعتیه,1
آبیشم,1
پور,1
توضیحاتتون,1
نکنبد,1
مییکنی,1
زیبایشه,1
4X,1
ندارهاندورید5,1
هش,1
چقدعه,1
کارنیس,1
j5بخرین,1
ندیدمｼ,1
عاااااااااالیه,1
ونه,1
اچ1,1
m|s,1
وخاورمیانه,1
پدر,1
کنیننننن,1
هشتا1,1
نمایشگرخوب,1
سامسدنگه,1
چیکار,1
کوآلکوم,1
ببینیدشون,1
گیگاهرتزه,1
III,1
INJUSTIC,1
بازیASPHALT,1
G8بندازید,1
تسکینگ,1
5اینچ,1
دیگش,1
زدگی,1
شیرانی,1
اونایی,1
dragon,1
نمیکشع,1
ضعیفع,1
doors,1
ناامیدکنندس,1
گلکسیE7موندم,1
کلاله,1
اقا,1
بسیارمناسب,1
بودنشونه,1
دریابید,1
کنیش,1
جی2,1
اونهاس,1
aqua,1
بامشتری,1
کنسرته,1
826,1
گزرونده,1
جی3,1
داشته‌اند,1
امولده,1
بسازدش,1
واست,1
برازندشه,1
carterو,1
پرسسور,1
اصلیم,1
صورتتونه,1
پرشه,1
خوشکلن,1
کونین,1
قانعم,1
هانر,1
وسیعه,1
ورزیه,1
بیشر,1
میری,1
ازاردهنده,1
آرامش,1
کوآلکومن,1
هزاره,1
بالاستت,1
خوابیده,1
هنر,1
یکخورده,1
شده‌اند,1
روسیه,1
ارائه,1
چشیدم,1
نمیخرتش»,1
نداره»,1
Nillkin,1
اونهایی,1
میافتین,1
کمتری,1
تعصبیه,1
نمیخریم,1
قشنگرو,1
جرعت,1
حسین,1
s4,1
قویترینه,1
چیو,1
گنجه,1
غولیم,1
اندرویدیست,1
جیب,1
کامپیدتر,1
تخریبی,1
خریدیدن,1
تاسفه,1
آوردید,1
دوربین13و,1
بروی,1
سیستمش,1
وXiaomi,1
شارز,1
آنگونه,1
متعدد,1
اندرویداس,1
چسباند,1
مخمل,1
سیانوژنم,1
نخریییید,1
خاصش,1
زبونه,1
ازcyngn,1
download,1
kipper,1
الکین,1
پایدار,1
گرون‌تر,1
نکسوز,1
بصرفست,1
آهسته,1
صورتتون,1
میگیرده,1
نمیذارن,1
RGB,1
اسکرین,1
ایمپرینت,1
ضعفش,1
برخوردارن,1
خالصه,1
بزرگشه,1
رقیبا,1
نظریس,1
محصولی,1
تمیخوره,1
حتا,1
واقعاراضین,1
واقعاسخته,1
6P,1
های128,1
عامو,1
ww2k,1
ظاهرشه,1
معایت,1
شرکتGLXهستم,1
1هستش,1
واهی,1
نمیاد},1
کنم},1
نیست},1
سیاهه,1
فروش},1
هستم},1
یزدی,1
وداره,1
پرسش,1
انتظاریم,1
بیزنس,1
میذاشتید,1
نشیم,1
شدنشم,1
دعوا,1
بیارنش,1
s6یاm9بگیرم,1
است‌,1
مال,1
بیفتیم,1
عدلی,1
بسنجیمش,1
کجاییه,1
افزود,1
لینکش,1
S5,1
پسندان,1
میخریدش,1
عباسی,1
مومیوند,1
گروه,1
انگاری,1
لو,1
تشگر,1
تابلو,1
7گیگاهرتز,1
پنجعلی,1
نهایتشه,1
مینالند,1
وارداتیه,1
نیکخواه,1
کترپیلار,1
دیری,1
کنندگان,1
ir,1
تعمیرگاس,1
Only,1
Wifi,1
کنش,1
ابتداییه,1
قربانت,1
طلاییه,1
لباسشویی,1
morovati,1
janebi,1
قسمته,1
مشکییی,1
نذارند,1
مشگین,1
حسگرش,1
دلربا,1
شنود,1
قائله,1
مرســـــــــــی,1
بهمن,1
ME,1
ستش,1
میارند,1
تخقیقاتی,1
کوهنورد,1
ساختمون,1
جنگ,1
شدنتشم,1
جاااااااان,1
ضمخت,1
like,1
پیشکش,1
بیاردش,1
نمیبینیدش,1
جوووووووڹ,1
راسی,1
رنگم,1
کانادا,1
مافی,1
اوجش,1
بحالت,1
پیچیدست,1
سالی,1
دنبالش,1
معروفند,1
آزمایشگاهی,1
lcd3,1
اساسیه,1
پاساژ,1
زاریم,1
حیاتیه,1
بهترینن,1
عالیبه,1
نمیزدی,1
mate8,1
میکنهه,1
پوشونده,1
امپرواقعا,1
Chipset,1
کرفتم,1
جای,1
نیکنه,1
سرتر,1
حتماa5رومیگرفتم,1
شیرکنه,1
بهترنیست,1
روپرکرده,1
a5بهتره,1
ml,1
مرکزی1,1
اینطور,1
منتظرشیم,1
بو,1
کنمش,1
160,1
حدود1ملیون,1
رمه,1
آفریقایی,1
پسندمش,1
کجاشه,1
چرخوندش,1
قراربده,1
فن‌آوریIPS,1
پاییینه,1
one,1
ن13,1
خییییلیییی,1
هستا,1
میانردس,1
لطیفی,1
چرخانشم,1
265,1
نمیخایم,1
خلاقیتی,1
ultraخرید,1
نکناااا,1
نامم,1
یکنواخت,1
میزارین,1
الخالق,1
نجومیه,1
نداررره,1
عظمت,1
ببخشیدا,1
وایبر,1
mohammadi,1
ناجوره,1
مختلفو,1
نویسن,1
Flash,1
وایبرن,1
اساتید,1
کارشناسیه,1
انقد,1
خبرتونه,1
6592,1
تاریخی,1
خرابشده,1
زیباترند,1
نمی‌زند‌,1
گرونش,1
عالییییییه,1
دادمش,1
لطفابگویید,1
کشوراست,1
مشتییی,1
سوراخه,1
العادسسس,1
انتظارتونه,1
توهنگه,1
خداشاهده,1
انگیزخریدم,1
بلدیم,1
شماها,1
بودى,1
بزارش,1
عیبش,1
بادامیا,1
موزمارند,1
غازه,1
میکوبیدن,1
دیسیپلین,1
سیپیو,1
ایفونه😐😐😐,1
g750,1
خوبیش,1
خدایه,1
UL20,1
B39,1
سیمکارتشو,1
اسپیکرش,1
دیدنه,1
مضره,1
عالیــــــــه,1
سلان,1
Eمیشه,1
سالار,1
قیمتشم,1
وایبرو,1
میکنم‌,1
ازجوابتون,1
900,1
pasteکنی,1
برگردونین,1
کمک,1
میگیریش,1
وناآشناشده,1
مسنجرش,1
پربشه,1
دستیشه,1
کاراییش,1
آقااا,1
درکل,1
سرررعتش,1
حجمشه,1
زارعی,1
نترس,1
6عه,1
نگبرین,1
فداتون,1
منطقی,1
مارکها,1
چجوریاس,1
ترسیدم,1
ملیونی,1
افزاریشم,1
آشنام,1
2بار,1
دسجی,1
وآقای,1
مزخرف,1
برخورده,1
شبکه,1
کارشذنیس,1
cabonetesla,1
ابارقی,1
گوهری,1
رسمیه,1
